1393192,2.81,-15088,1432,5904
1393230,2.81,-15000,1464,5952
1393269,2.81,-15024,1404,5932
1393308,2.71,-15280,1432,6044
1393346,2.81,-15212,1416,5808
1393385,2.71,-15140,1636,5868
1393423,3.28,-15304,1524,5884
1393462,3.28,-15256,1500,5972
1393500,2.88,-16504,-11336,6784
1393541,3.28,-17720,-16832,5120
1393582,2.56,-18016,4620,6760
1393619,3.17,-16164,1656,5236
1393658,3.02,-18176,3608,5772
1393696,3.48,-14232,1924,5696
1393735,3.89,-14308,2304,7112
1393774,4.10,-13236,1480,6688
1393812,4.30,-14388,1880,6804
1393851,4.25,-14768,2956,5700
1393889,4.56,-15736,2328,5260
1393928,4.00,-15472,2192,5404
1393967,3.79,-15332,1608,6548
1394004,4.20,-14420,304,7552
1394042,3.53,-13532,-16,8004
1394079,3.17,-14128,-6512,9388
1394119,0.05,-10756,-7908,5864
1394158,3.28,-8112,-3252,11992
1394198,3.02,-15488,-1600,7056
1394237,2.83,-15476,1860,4968
1394276,2.71,-17580,2920,5040
1394315,2.76,-16764,2508,4960
1394353,3.07,-13688,1004,6752
1394392,3.22,-12224,760,7756
1394428,3.07,-13576,1064,7044
1394467,2.81,-16092,1444,5872
1394505,2.61,-16312,1976,5040
1394544,2.56,-16440,1976,5068
1394582,2.66,-15936,308,6284
1394620,2.76,-14612,-2344,6412
1394659,2.86,-13408,-4508,7168
1394699,2.83,-14556,-3756,7272
1394739,2.56,-15652,440,6132
1394776,2.56,-15800,1852,5560
1394814,2.42,-15780,2412,4888
1394852,2.50,-15832,2204,5456
1394891,2.56,-15476,1740,6080
1394929,2.76,-14028,1240,6572
1394968,2.81,-13880,848,6936
1395005,2.78,-14340,1088,6612
1395044,2.68,-15624,1648,5900
1395082,2.61,-15836,2008,5384
1395121,2.62,-16000,2076,5048
1395159,2.73,-15540,1720,5500
1395197,3.33,-14940,1368,6416
1395235,3.04,-14164,1136,6712
1395274,3.07,-14360,1288,6544
1395313,2.92,-15204,1672,5836
1395351,3.02,-15984,1888,5440
1395390,3.07,-15900,1896,5352
1395428,3.22,-15320,1512,5516
1395467,3.79,-14672,1212,6172
1395505,3.43,-14412,844,6640
1395543,3.43,-14420,1028,6448
1395581,3.69,-14800,1392,5924
1395619,3.64,-15628,1552,5432
1395658,3.17,-15968,1668,5396
1395696,3.17,-15468,1296,5688
1395735,3.58,-14624,1096,6232
1395773,3.52,-14372,924,6608
1395811,3.07,-14604,1064,6664
1395850,2.81,-15112,1304,5944
1395888,2.76,-15596,1676,5348
1395927,2.56,-15916,1780,5216
1395964,2.61,-15704,1704,5524
1396003,2.66,-15132,1328,5928
1396041,2.68,-14416,1088,6332
1396080,2.66,-14488,1156,6316
1396118,2.56,-15180,1492,6076
1396157,2.86,-15768,1756,5524
