1295724,2.81,-15028,1360,5972
1295763,2.81,-15288,1452,6100
1295802,2.71,-15180,1392,5832
1295840,2.83,-14984,1544,5840
1295879,2.81,-15128,1436,5876
1295917,2.83,-17316,-16336,8112
1295958,3.58,-14256,-14112,-204
1295998,2.97,-15456,2688,9776
1296036,3.12,-14336,1240,5572
1296075,3.28,-20276,4472,5884
1296113,3.94,-14664,3276,5100
1296152,4.66,-14200,2680,5980
1296191,5.47,-14120,1344,7448
1296229,5.99,-12124,1376,7204
1296268,5.93,-12520,1772,6604
1296307,5.57,-14564,2440,5784
1296345,5.27,-15500,3088,5000
1296384,4.39,-15648,2488,5284
1296422,4.10,-16004,2192,6148
1296460,3.84,-15008,648,7148
1296498,3.94,-13416,-5484,8644
1296538,3.74,-16036,-16832,6508
1296578,3.84,-13860,-12404,6196
1296619,3.28,-13240,-3036,9460
1296658,2.92,-15980,2932,5628
1296697,2.81,-17708,2256,4336
1296736,2.78,-16896,4064,3088
1296774,3.12,-15912,3236,4820
1296813,3.38,-14044,1712,6436
1296850,3.53,-12684,260,8140
1296888,3.48,-12092,328,7864
1296925,3.12,-13940,1160,6644
1296964,2.71,-16072,2268,5220
1297002,2.52,-17412,2764,4220
1297041,2.52,-17060,2436,4648
1297079,2.61,-15372,1744,6160
1297118,3.22,-14204,480,7440
1297156,3.17,-13756,368,7712
1297192,2.76,-14752,1080,6516
1297231,2.61,-16040,1912,4788
1297269,2.71,-16940,2372,3984
1297308,2.92,-17408,2328,4208
